id,name,location,description,rating,image,link
160,Casa Dann Carlton Hotel & SPA,"Chapinero, Bogotá","
 Está en nuestra selección para Bogotá.  La Casa Dann Carlton Hotel & SPA ocupa un edificio impresionante y ofrece piscina cubierta, instalaciones de spa, centro de fitness y restaurante. El parque de la 93 se encuentra a 5 minutos a pie. También se proporciona WiFi gratuita y aparcamiento privado gratuito.
Las habitaciones del Carlton Hotel & SPA Casa Dann presentan una decoración clásica y disponen de zona de estar amplia, escritorio, WiFi gratuita, TV por cable, zona de cocina y minibar.
Todos los días se sirve un desayuno buffet. El restaurante prepara una amplia variedad de platos internacionales y las bebidas del bar se pueden tomar en la terraza. También hay una cafetería.
Las instalaciones de spa incluyen sauna, bañera de hidromasaje y sala de masajes. El centro de fitness está equipado con material de última generación.
El aeropuerto de El Dorado está situado a 45 minutos en coche. La Casa Dann Carlton Hotel & SPA se encuentra a 1 km del centro de negocios World Trade. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/123701697.jpg?k=28ba56eea53ec937a398ce88ad05414a3870232ba86d8323b071ca24341a0fb8&o=,https://www.booking.com/hotel/co/casa-dann-carlton-bogota.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=25552503_253385693_0_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=178&highlighted_blocks=25552503_253385693_0_1_0&hpos=3&no_rooms=1&sr_order=popularity&sr_pri_blocks=25552503_253385693_0_1_0__48836&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1dffJdAKG&from=searchresults;highlight_room=#hotelTmpl
161,Eco Hotel Islabela,Isla Grande,"
El Eco Hotel Islabela está ubicado en Isla Grande y tiene restaurante, bar, jardín y zona de playa privada. Hay servicio de habitaciones y servicio de organización de excursiones.
Las habitaciones de este hotel están equipadas con armario. Asimismo, las habitaciones del Eco Hotel Islabela disponen de WiFi gratuita y baño privado con ducha y artículos de aseo gratuitos. También tienen zona de estar.
El Eco Hotel Islabela sirve un desayuno continental.
Este hotel cuenta con terraza.
El Eco Hotel Islabela se encuentra a 1,7 km de Barú y a 41 km de Cartagena de Indias. El aeropuerto internacional Rafael Núñez, situado a 40 km, es el más cercano. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/287487596.jpg?k=54b90b82d729ec55bccf5473c5cdd13db03ac9d837224d8d5dfd56f6743b5049&o=,https://www.booking.com/hotel/co/islabela.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=251998707_273558477_0_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=179&highlighted_blocks=251998707_273558477_0_1_0&hpos=4&no_rooms=1&sr_order=popularity&sr_pri_blocks=251998707_273558477_0_1_0__300000000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1GqM9J-NV&from=searchresults;highlight_room=#hotelTmpl
162,Hotel Stil Cartagena,"La Matuna, Cartagena de Indias","
El Hotel Stil ofrece alojamiento amplio con WiFi gratuita y servicio de enlace con el aeropuerto. Está situado en el centro histórico de Cartagena, cerca del monumento India Catalina, en la tradicional zona de La Matuta.
Las habitaciones del Hotel Stil Cartagena son luminosas y presentan coloridas pinturas de la ciudad. Tienen suelo de baldosa, ropa de cama, aire acondicionado, TV por cable y vistas panorámicas a la ciudad y la bahía.
Se sirve un desayuno buffet con frutas tropicales, zumos naturales y repostería. El restaurante buffet prepara especialidades regionales para el almuerzo y la cena. El hotel Stil goza de una ubicación céntrica, cerca de restaurantes y bares animados.
El Stil Cartagena está a solo 5 minutos a pie del paseo marítimo de Cartagena. Hay un centro de negocios, así como salas de reuniones. Una de ellas se encuentra en la planta 11 y ofrece vistas al castillo de San Felipe y a la bahía de Cartagena. 
",3,https://cf.bstatic.com/xdata/images/hotel/square600/18383043.jpg?k=5cc1db1eab28a22328735eff8d0b6f47e6ecf762fe7d545bd11ca649cff6d686&o=,https://www.booking.com/hotel/co/stil-cartagena.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=28750312_237528367_2_42_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=180&highlighted_blocks=28750312_237528367_2_42_0&hpos=5&no_rooms=1&sr_order=popularity&sr_pri_blocks=28750312_237528367_2_42_0__48750000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1V70ykTwD&from=searchresults;highlight_room=#hotelTmpl
163,Hotel Casa Cantabria Campestre,Villa de Leyva,"
El Hotel Casa Cantabria Campestre se encuentra en Villa de Leyva, a 1,9 km del Museo del Carmen, y ofrece alojamiento con piscina al aire libre, aparcamiento privado gratuito, bar y salón compartido. Todas las habitaciones cuentan con TV de pantalla plana con canales vía satélite y baño privado. El alojamiento cuenta con recepción 24 horas, servicio de habitaciones y organiza excursiones.
Todos los días se sirve un desayuno americano y a la carta.
El Hotel Casa Cantabria Campestre se encuentra a 2 km de la plaza principal de Villa de Leyva y a 38 km del parque nacional de Iguaque. 
",3,https://cf.bstatic.com/xdata/images/hotel/square600/119597537.jpg?k=5a06cbdf868f51ba5c12ebbf5e74977c73d68ddb99cfc2efb12f0a7db3669f25&o=,https://www.booking.com/hotel/co/casa-cantabria-campestre.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=279468701_108871429_2_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=181&highlighted_blocks=279468701_108871429_2_1_0&hpos=6&no_rooms=1&sr_order=popularity&sr_pri_blocks=279468701_108871429_2_1_0__92500000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1yCAjPrOr&from=searchresults;highlight_room=#hotelTmpl
164,Ananda Hotel Boutique - Hoteles Cosmos,"Centro, Cartagena de Indias","
 Está en nuestra selección para Cartagena de Indias.  El Ananda Hotel Boutique se encuentra en Cartagena, a 5 minutos a pie de la playa. Ofrece piscina exterior y un spa y centro de bienestar.
Este hotel boutique dispone de habitaciones lujosas con aire acondicionado, minibar y TV de pantalla plana por cable y reproductor de DVD. Incluyen un baño amplio con artículos de aseo gratuitos.
El restaurante del hotel sirve platos internacionales y caribeños. A 500 metros del establecimiento encontrará otros restaurantes. El spa proporciona una amplia variedad de servicios.
El centro amurallado de Cartagena está a poca distancia a pie y la zona comercial de Bocagrande, a 10 minutos en coche. El aeropuerto internacional Rafael Núñez se halla a 4 km. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/97670351.jpg?k=87f02ad5a21a96055e60f65bc0b95d90b8cb3fe886517197d9cd156f13395be7&o=,https://www.booking.com/hotel/co/ananda-boutique-cartagena-de-indias1.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=80493104_243224929_0_41_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=182&highlighted_blocks=80493104_243224929_0_41_0&hpos=7&no_rooms=1&sr_order=popularity&sr_pri_blocks=80493104_243224929_0_41_0__368500000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1VUkLt7P-&from=searchresults;highlight_room=#hotelTmpl
165,Travelers Rio Verde Living Suites,Rionegro,"
El Rio Verde Living Suites se encuentra en Rionegro, a 35 km de Medellín, y dispone de solárium y sauna. Guatapé está a 32 km.
Los alojamientos disponen de TV de pantalla plana por cable. Algunos tienen zona de estar o balcón. También cuentan con cocina con horno y microondas. Incluyen tostadora y cafetera. Todos cuentan con baño privado con ducha. Se facilitan toallas y ropa de cama.
El Rio Verde Living Suites alberga un centro de fitness. En el establecimiento hay un restaurante.
El Rio Verde Living Suites se halla a 34 km de Barbosa y a 19 km de Itagüí. El Rio Verde Living Suites se encuentra a 5 minutos en coche del aeropuerto MDE. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/71461921.jpg?k=52570dd2c3385376c30f90f65edc08fee4e909211d6a4a8508d579d92d0a47d8&o=,https://www.booking.com/hotel/co/rio-verde-living-suites.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=177368202_285708985_2_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=183&highlighted_blocks=177368202_285708985_2_1_0&hpos=8&no_rooms=1&sr_order=popularity&sr_pri_blocks=177368202_285708985_2_1_0__139320000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1r-FDefvN&from=searchresults;highlight_room=#hotelTmpl
166,Blue Mango Beach Hotel,Guachaca,"
El Blue Mango Beach Hotel está ubicado en Guachaca y tiene restaurante, piscina al aire libre, bar y jardín. Además, cuenta con terraza, WiFi gratuita y aparcamiento privado gratuito.
Las habitaciones de este hotel están equipadas con escritorio. Asimismo, las habitaciones del Blue Mango Beach Hotel disponen de zona de estar.
Se sirve un desayuno americano.
El Blue Mango Beach Hotel cuenta con mesa de billar.
El hotel se halla a 36 km de Palomino y a 34 km de Minca. El aeropuerto internacional Simón Bolívar, situado a 46 km del Blue Mango Beach Hotel, es el más cercano. Se proporciona servicio de enlace con el aeropuerto por un suplemento. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/179664803.jpg?k=4a6f02ae3a3a235f56b6dd1163d33885ee1b486d93c405185bc91c16505d3451&o=,https://www.booking.com/hotel/co/blue-mango-beach.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=432507514_131130801_0_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=184&highlighted_blocks=432507514_131130801_0_1_0&hpos=9&no_rooms=1&sr_order=popularity&sr_pri_blocks=432507514_131130801_0_1_0__100800000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1_FL0DbGp&from=searchresults;highlight_room=#hotelTmpl
167,Hotel Ariston AW,"Teusaquillo, Bogotá","
El Hotel Ariston AW alberga un restaurante en Bogotá. También dispone de WiFi gratuita y se encuentra a 2,1 km del estadio El Campín.
Todas las habitaciones del Hotel Ariston AW cuentan con vistas a la ciudad e incluyen TV de pantalla plana por cable, escritorio, caja fuerte y ropa de cama.
El hotel está a 300 metros del centro internacional de exposiciones Corferias, a 2,5 km del coliseo El Campín y a 10 km del aeropuerto internacional El Dorado. 
",3,https://cf.bstatic.com/xdata/images/hotel/square600/42226465.jpg?k=ed7fd89d5b6de66a24916408ceaadc85fa0a3f2a1e2c38312305b879d75c9d33&o=,https://www.booking.com/hotel/co/aristons-bogota.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=129845802_195239635_0_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=185&highlighted_blocks=129845802_195239635_0_1_0&hpos=10&no_rooms=1&sr_order=popularity&sr_pri_blocks=129845802_195239635_0_1_0__37170000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1atpuafSZ&from=searchresults;highlight_room=#hotelTmpl
168,Hotel Playa Club,"Bocagrande, Cartagena de Indias","
El Hotel Playa Club proporciona alojamiento bien iluminado en Cartagena de Indias. Está en el barrio de Bocagrande e incluye acceso directo a la playa, una piscina exterior y WiFi gratuita.
Las habitaciones del Hotel Playa Club presentan una decoración en tonos naranja llamativos, tienen mucha luz natural e incluyen aire acondicionado, TV por cable y minibar.
El Playa Club Hotel dispone de un mostrador de información turística, un bar y un solárium tropical con vistas panorámicas al mar.
Todos los días se sirve un desayuno americano. Además, el restaurante ofrece marisco de la zona y especialidades de carne. Este hotel se encuentra en una zona céntrica, a pocos pasos de algunos sitios para comer.
Además, está a solo 5 km del aeropuerto internacional Rafael Núñez. 
",3,https://cf.bstatic.com/xdata/images/hotel/square600/206252461.jpg?k=fd0004441d34340af36eeadd751489fa0d00d982aa2ac38be6c854c90ca8ccb9&o=,https://www.booking.com/hotel/co/playa-club.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=27963702_277951785_0_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=186&highlighted_blocks=27963702_277951785_0_1_0&hpos=11&no_rooms=1&sr_order=popularity&sr_pri_blocks=27963702_277951785_0_1_0__120048000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1zAi5l7vo&from=searchresults;highlight_room=#hotelTmpl
169,Soul Apartahotel,"El Poblado, Medellín","
 Está en nuestra selección para Medellín.  El Soul Apartahotel se halla a 1,9 km del parque Lleras y ofrece alojamiento, centro de fitness, salón común y recepción 24 horas.
Los alojamientos disponen de aire acondicionado, suelo de parquet, baño privado, TV de pantalla plana, WiFi gratuita, escritorio, sala de estar, cocina equipada, patio y vistas al jardín. También incluyen microondas, nevera, horno y cafetera. 
Este aparthotel cuenta con baño turco y sauna.
El Soul Apartahotel también tiene terraza y piscina al aire libre.
Se encuentra a 2,2 km del parque de El Poblado y a 7 km del Pueblito Paisa. El aeropuerto Olaya Herrera, situado a 3 km del Soul Apartahotel, es el más cercano. Se proporciona un servicio de enlace con el aeropuerto por un suplemento. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/169744174.jpg?k=36393ffc02bd0a79d4da4d947544be2e8efa44decbc1fd0f8594e50804590d7e&o=,https://www.booking.com/hotel/co/soul-apartahotel.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=208447491_278559968_0_0_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=187&highlighted_blocks=208447491_278559968_0_0_0&hpos=12&no_rooms=1&sr_order=popularity&sr_pri_blocks=208447491_278559968_0_0_0__150000000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1-Bk_BAU1&from=searchresults;highlight_room=#hotelTmpl
170,Hotel El Peñon,Cali,"
 Está en nuestra selección para Cali.  El Peñon Hotel está situado en el barrio El Peñón, a solo 100 metros de la zona financiera y del centro de la ciudad. La zona ofrece una amplia gama de restaurantes, bares, oficinas y centros de negocios. El desayuno y la WiFi están incluidos.
Las habitaciones del Hotel El Peñón son amplias y cuentan con aire acondicionado, TV vía satélite y minibar. El baño privado incluye ducha.
El desayuno se sirve a diario. Los restaurantes Chef Burguer y Turk House preparan platos locales e internacionales. En las inmediaciones hay una gran variedad de sitios para comer.
El Museo de Arqueología está a 1 km, mientras que el aeropuerto internacional Alfonso Bonilla Aragón se encuentra a 25 km. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/102347520.jpg?k=c9bd4374904299ab6d4b740281f4180b46395f71878f7ec893e9b2fc7f304384&o=,https://www.booking.com/hotel/co/el-peaon.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=74299202_326384802_2_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=188&highlighted_blocks=74299202_326384802_2_1_0&hpos=13&no_rooms=1&sr_order=popularity&sr_pri_blocks=74299202_326384802_2_1_0__80284200&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1gcz6ltEX&from=searchresults;highlight_room=#hotelTmpl
171,Hotel Isla del Sol,Isla Grande,"
El Hotel Isla del Sol se encuentra en Isla Grande, en el archipiélago de las islas del Rosario, y cuenta con piscina al aire libre y restaurante. También dispone de instalaciones para practicar deportes acuáticos y zona de playa privada.
Las habitaciones disponen de caja fuerte, TV y baño privado con ducha y aseo. También gozan de vistas al mar Caribe.
El restaurante del hotel sirve cocina tradicional y una gran variedad de bebidas. Por un suplemento se pueden practicar varias actividades, como buceo, snorkel y senderismo. El servicio de masajes también conlleva un suplemento.
La ciudad de Cartagena está a menos de 1 hora en barco y la zona de Barú, a 30 minutos en barco. Se ofrece servicio de traslado por un suplemento. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/280804712.jpg?k=c32dce059c61dd3501018552c5f22e21c64d454ebd26fcc050637c9bfda57fd3&o=,https://www.booking.com/hotel/co/eco-isla-del-sol.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=77580805_328461295_2_21_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=189&highlighted_blocks=77580805_328461295_2_21_0&hpos=14&no_rooms=1&sr_order=popularity&sr_pri_blocks=77580805_328461295_2_21_0__457380000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1jrTO0MJj&from=searchresults;highlight_room=#hotelTmpl
172,Hotel Green Coveñas,Coveñas,"
 Está en nuestra selección para Coveñas.  El Hotel Green Coveñas ofrece alojamiento con restaurante, aparcamiento privado gratuito, piscina al aire libre y centro de fitness en Coveñas, a 1,2 km de Cienaga de la Caimanera. El establecimiento alberga un bar, un salón común y un jardín. El alojamiento ofrece recepción 24 horas, servicio de traslado, servicio de habitaciones y conexión WiFi gratuita.
Todas las habitaciones del hotel están equipadas con TV de pantalla plana. Las habitaciones del Hotel Green están equipadas con aire acondicionado y baño privado.
Los huéspedes pueden disfrutar de un desayuno a la carta o un desayuno americano.
El Hotel Green Coveñas alberga una terraza.
El aeropuerto más cercano es el de Corozal, ubicado a 39 km del hotel. 
",3,https://cf.bstatic.com/xdata/images/hotel/square600/300979380.jpg?k=6a58804d3f5155485b30d1f7036139593f9ef5f22bffed412ffefa75c8b432ea&o=,https://www.booking.com/hotel/co/green-luxury.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=212516301_174201521_2_41_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=190&highlighted_blocks=212516301_174201521_2_41_0&hpos=15&no_rooms=1&sr_order=popularity&sr_pri_blocks=212516301_174201521_2_41_0__102000000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1li8V0-pI&from=searchresults;highlight_room=#hotelTmpl
173,Hotel Hicasua y Centro de Convenciones,Barichara,"
 Está en nuestra selección para Barichara.  El Hicasua ocupa una preciosa casa de estilo colonial situada en Barichara. Ofrece piscina al aire libre, bañera de hidromasaje, habitaciones con una decoración de estilo rústico y conexión Wi-Fi gratuita y un restaurante con vistas panorámicas al jardín.
El Hotel Hicasua y Centro de Convenciones está a sólo 15 km del río Chicamocha, muy popular entre los aficionados a los deportes extremos. El yacimiento arqueológico de San Gil se encuentra a 47 km. El personal del mostrador de información turística da consejos para descubrir la zona.
Las habitaciones del Hicasua están equipadas con TV de pantalla plana con canales por cable, ventilador y caja fuerte.
Cada día se sirve un desayuno americano completo con fruta tropical y café colombiano. El restaurante ofrece platos regionales y cocina internacional.
El aeropuerto de Zapatoca se encuentra a 65 km. Hay aparcamiento privado gratuito. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/165163845.jpg?k=039d646ef823a83a96e22c966c78e03ba962dc45cbe12612acbcdaa525d7a478&o=,https://www.booking.com/hotel/co/hicasua-y-centro-de-convenciones.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=42866401_217204167_0_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=191&highlighted_blocks=42866401_217204167_0_1_0&hpos=16&no_rooms=1&sr_order=popularity&sr_pri_blocks=42866401_217204167_0_1_0__300000000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1daXPNpJ4&from=searchresults;highlight_room=#hotelTmpl
174,Apartamentos 5 Elementos,"Teusaquillo, Bogotá","
Los Apartamentos 5 Elementos se encuentran a 400 metros del centro internacional de exposiciones Corferias y disponen de bar, salón compartido y recepción 24 horas. Hay WiFi gratuita en todas las instalaciones y aparcamiento privado.
El establecimiento alberga un centro de negocios.
Los Apartamentos 5 Elementos cuentan con jardín y solárium.
El establecimiento está a 2 km del estadio El Campín y a 4,2 km de la plaza Bolívar. El aeropuerto internacional de El Dorado es el más cercano y se halla a 9 km de los Apartamentos 5 Elementos. Se proporciona servicio de enlace con el aeropuerto por un suplemento. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/263709352.jpg?k=7f4b23c5f562fb372b3ba2e3fa70a5588d9fb01eea6e62c7e6c8c0320605b545&o=,https://www.booking.com/hotel/co/apartamentos-5-elementos.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=662725101_272169021_2_0_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=192&highlighted_blocks=662725101_272169021_2_0_0&hpos=17&no_rooms=1&sr_order=popularity&sr_pri_blocks=662725101_272169021_2_0_0__86424000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v1cd3WtT9q&from=searchresults;highlight_room=#hotelTmpl
175,GHL Collection 93,"Chapinero, Bogotá","
 Está en nuestra selección para Bogotá.  El GHL 93 está decorado en un estilo minimalista impecable y ofrece menús elaborados por un chef, gimnasio y habitaciones con soporte para iPod. La WiFi es gratuita.
El GHL se encuentra en el concurrido parque de la 93 y tiene estilo 5 estrellas con elementos de la mejor calidad, como suelo de mármol pulido, paneles de cristal modernos, mobiliario de metal y muebles elegantes clásicos.
Todas las habitaciones tienen vistas a la ciudad, TV de pantalla plana por cable, colchas blancas, paneles de madera oscura, suelo de moqueta y sillas de cuero de diseño blanco.
El restaurante Cooks sirve platos a la carta y desayunos. Los huéspedes pueden degustar una variedad de platos del menú.
El GHL 93 está situado a 10 minutos a pie de los principales lugares de ocio y a 30 minutos en coche del aeropuerto El Dorado. Se proporcionan servicios de alquiler de coches y de enlace con el aeropuerto por un suplemento. El aparcamiento privado gratuito está sujeto a la disponibilidad que haya el día del registro de entrada. 
",4,https://cf.bstatic.com/xdata/images/hotel/square600/252391581.jpg?k=a64b2ebda3724b571d119cf37ec817e8cd368d7fc892475c5f041d32a6213304&o=,https://www.booking.com/hotel/co/ghl-93.es.html?label=gen173nr-1FCAEoggI46AdIM1gEaLACiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuAKUm9mFBsACAdICJGU4NDBmNjllLTE2MjctNDI0Yy1hYjFkLTU2MWNlNDE0MGM2M9gCBeACAQ&sid=9431af989b6db8dcc1f76084078a124b&all_sr_blocks=31596501_295718373_0_1_0&checkin=2021-09-19&checkout=2021-09-25&dest_id=47&dest_type=country&group_adults=2&group_children=0&hapos=193&highlighted_blocks=31596501_295718373_0_1_0&hpos=18&no_rooms=1&sr_order=popularity&sr_pri_blocks=31596501_295718373_0_1_0__106000000&srepoch=1622899416&srpvid=73dd5e2be07a0156&ucfs=1&sig=v14CJy0V9V&from=searchresults;highlight_room=#hotelTmpl
